Year,Month,tMax,tMin,Air Frost,Rainfall,Sun hours
1959,8,0.4,1.8,0.0,26.1,1.7
1959,9,9.2,8.7,0.0,40.4,0.5
1959,10,5.8,8.8,0.0,99.8,4.1
1959,11,0.0,3.5,2.0,81.9,3.3
1959,12,8.5,2.5,2.0,116.0,1.0
1960,1,7.6,1.0,15.0,79.4,2.8
1960,2,7.4,0.1,17.0,78.1,5.4
1960,3,9.4,4.0,0.0,51.6,6.0
1960,4,4.1,4.9,0.0,64.1,9.7
1960,5,7.7,7.9,0.0,85.0,6.2
1960,6,9.7,0.2,0.0,72.6,5.3
1960,7,8.4,0.6,0.0,98.5,3.9
1960,8,8.4,0.0,0.0,97.9,4.8
1960,9,6.5,8.5,0.0,83.8,9.7
1960,10,3.0,6.7,0.0,129.3,2.2
1960,11,9.9,3.6,3.0,84.6,0.4
1960,12,5.9,0.2,13.0,77.5,5.0
1961,1,7.1,0.5,8.0,91.3,4.4
1961,2,0.4,4.4,2.0,78.1,7.3
1961,3,2.6,5.6,0.0,27.8,6.0
1961,4,3.1,5.1,2.0,131.8,8.2
1961,5,5.2,6.3,0.0,77.0,8.4
1961,6,7.7,9.2,0.0,41.5,3.1
1961,7,7.9,9.9,0.0,47.8,9.8
1961,8,8.5,0.2,0.0,64.3,7.1
1961,9,7.4,9.5,0.0,93.6,6.3
1961,10,3.3,6.7,0.0,101.3,4.3
1961,11,9.3,3.2,3.0,58.2,3.7
1961,12,5.7,0.4,19.0,63.6,4.2
1962,1,7.8,1.0,7.0,77.1,2.2
1962,2,8.4,2.2,5.0,36.0,3.9
1962,3,7.9,0.7,16.0,54.8,6.4
1962,4,2.8,3.1,4.0,51.7,4.9
1962,5,5.3,5.5,0.0,72.2,1.6
1962,6,7.6,8.0,0.0,33.5,4.5
1962,7,8.0,0.1,0.0,52.3,3.5
1962,8,8.0,9.6,0.0,83.3,4.9
1962,9,5.1,8.3,0.0,166.0,0.9
1962,10,3.9,7.0,0.0,41.7,1.4
1962,11,8.8,3.5,3.0,49.6,9.7
1962,12,7.2,1.2,9.0,88.8,6.1
1963,1,2.3,2.8,27.0,39.1,9.7
1963,2,4.3,1.9,23.0,63.0,1.8
1963,3,0.9,2.7,8.0,90.9,9.5
1963,4,2.4,4.1,1.0,71.4,3.2
1963,5,4.5,5.4,0.0,71.0,2.0
1963,6,8.5,9.4,0.0,120.8,4.0
1963,7,8.4,0.0,0.0,38.2,8.0
1963,8,7.6,0.3,0.0,103.0,2.4
1963,9,6.3,8.5,0.0,58.4,9.5
1963,10,4.2,7.8,0.0,100.2,5.2
1963,11,0.0,3.7,5.0,139.1,8.9
1963,12,6.2,1.0,11.0,19.4,1.3
1964,1,7.9,2.9,1.0,48.6,7.3
1964,2,7.9,2.4,9.0,31.3,4.2
1964,3,8.5,2.2,8.0,65.8,9.5
1964,4,2.8,5.0,1.0,52.7,1.2
1964,5,6.5,8.1,0.0,46.9,9.8
1964,6,7.0,9.5,0.0,56.0,6.3
1964,7,9.1,1.2,0.0,42.0,0.6
1964,8,8.6,0.5,0.0,96.6,6.5
1964,9,7.5,9.3,0.0,61.8,8.3
1964,10,2.5,5.6,0.0,132.9,7.5
1964,11,0.3,3.5,6.0,59.7,7.3
1964,12,6.9,0.8,10.0,89.1,1.8
1965,1,6.0,0.1,13.0,112.6,2.2
1965,2,6.7,0.7,11.0,7.7,4.9
1965,3,9.5,1.8,6.0,62.5,7.1
1965,4,2.6,3.9,1.0,74.6,3.6
1965,5,5.4,7.3,1.0,56.0,7.3
1965,6,8.3,9.7,0.0,86.4,5.4
1965,7,7.5,9.2,0.0,65.3,5.3
1965,8,7.8,0.2,0.0,89.1,4.6
1965,9,5.5,7.9,0.0,68.2,0.8
1965,10,4.2,7.4,0.0,59.0,5.5
1965,11,7.3,1.7,10.0,118.5,0.8
1965,12,7.6,1.4,6.0,96.8,2.3
1966,1,6.2,1.9,10.0,69.5,9.5
1966,2,7.8,3.6,0.0,116.5,1.2
1966,3,1.6,3.9,1.0,60.7,4.8
1966,4,9.9,3.7,4.0,101.5,8.9
1966,5,5.9,6.3,0.0,69.4,9.5
1966,6,8.9,1.1,0.0,103.1,0.3
1966,7,9.0,0.2,0.0,35.9,4.1
1966,8,7.9,9.7,0.0,67.5,8.2
1966,9,7.7,0.1,0.0,68.6,6.1
1966,10,2.8,5.4,1.0,144.1,3.6
1966,11,8.0,1.7,8.0,84.9,3.0
1966,12,8.2,2.3,4.0,111.4,0.5
1967,1,7.6,2.4,7.0,51.3,0.3
1967,2,8.8,2.4,2.0,72.1,3.9
1967,3,0.1,3.3,3.0,62.6,5.1
1967,4,3.4,4.1,1.0,42.0,0.3
1967,5,3.8,5.3,2.0,108.9,0.5
1967,6,8.5,9.0,0.0,28.8,5.9
1967,7,9.6,1.1,0.0,93.7,7.6
1967,8,8.7,0.5,0.0,83.5,7.2
1967,9,7.0,9.1,0.0,115.6,0.9
1967,10,2.9,5.9,0.0,124.1,8.0
1967,11,9.3,2.0,7.0,54.1,5.0
1967,12,7.1,1.9,11.0,67.8,1.1
1968,1,7.8,2.5,7.0,87.3,3.6
1968,2,5.8,1.4,22.0,34.0,2.6
1968,3,0.4,2.3,3.0,57.2,0.7
1968,4,2.4,3.4,9.0,56.8,1.7
1968,5,4.0,4.8,3.0,52.8,6.8
1968,6,9.5,9.1,0.0,66.3,5.5
1968,7,9.1,9.9,0.0,23.9,7.6
1968,8,0.4,0.1,0.0,53.8,7.9
1968,9,7.0,9.1,0.0,87.2,8.3
1968,10,5.0,9.3,0.0,94.4,9.0
1968,11,9.5,4.1,4.0,94.0,6.9
1968,12,6.7,1.3,14.0,69.1,2.7
1969,1,7.1,2.2,8.0,110.5,9.4
1969,2,4.2,1.8,16.0,59.2,5.9
1969,3,7.3,0.3,13.0,33.3,2.8
1969,4,2.7,2.3,8.0,64.6,4.8
1969,5,4.8,6.4,0.0,102.2,8.8
1969,6,8.3,8.3,0.0,60.4,0.0
1969,7,0.2,1.4,0.0,33.8,5.9
1969,8,9.3,1.6,0.0,54.3,5.3
1969,9,7.0,9.5,0.0,21.5,7.2
1969,10,6.1,9.2,0.0,37.2,4.8
1969,11,7.2,0.9,15.0,128.3,1.5
1969,12,6.8,1.6,9.0,75.2,1.7
1970,1,6.5,1.0,11.0,76.1,4.7
1970,2,5.8,0.3,16.0,103.7,1.3
1970,3,8.6,1.0,13.0,57.2,5.8
1970,4,1.2,2.7,9.0,67.1,6.7
1970,5,6.9,8.4,0.0,37.9,9.2
1970,6,0.5,1.1,0.0,56.7,4.0
1970,7,8.3,0.0,0.0,94.8,0.0
1970,8,0.0,0.5,0.0,102.2,2.9
1970,9,7.0,9.4,0.0,76.4,9.6
1970,10,3.3,7.4,0.0,80.0,9.0
1970,11,9.4,3.9,3.0,98.0,2.7
1970,12,7.1,1.9,8.0,33.0,0.3
1971,1,7.5,2.4,6.0,47.8,4.2
1971,2,8.4,2.6,5.0,54.3,5.2
1971,3,9.8,1.9,7.0,28.8,6.2
1971,4,2.1,3.9,2.0,82.9,6.6
1971,5,5.6,6.3,0.0,49.9,2.6
1971,6,6.3,7.7,0.0,99.6,5.8
1971,7,0.6,1.0,0.0,54.4,6.4
1971,8,8.2,0.8,0.0,108.3,0.1
1971,9,8.9,8.9,0.0,31.9,1.1
1971,10,4.7,8.2,2.0,37.7,7.6
1971,11,9.7,3.4,8.0,81.4,9.5
1971,12,9.1,4.2,6.0,17.0,6.4
1972,1,6.4,0.6,10.0,109.6,8.2
1972,2,7.5,1.1,7.0,54.6,9.8
1972,3,0.0,1.6,9.0,82.4,0.3
1972,4,3.0,3.8,2.0,58.2,9.7
1972,5,4.2,5.8,0.0,85.1,0.0
1972,6,5.6,6.6,0.0,63.5,9.8
1972,7,9.7,0.2,0.0,56.4,7.1
1972,8,7.8,9.3,0.0,37.6,6.0
1972,9,6.4,6.4,0.0,9.8,1.9
1972,10,3.5,6.6,0.0,42.5,4.8
1972,11,8.3,2.3,10.0,82.6,8.0
1972,12,8.8,2.6,9.0,69.8,8.3
1973,1,7.6,2.8,6.0,93.8,4.5
1973,2,7.1,1.5,11.0,63.1,4.6
1973,3,0.3,2.1,8.0,27.6,4.3
1973,4,1.5,3.0,5.0,52.8,3.8
1973,5,5.0,6.3,0.0,59.8,3.5
1973,6,9.1,9.7,0.0,26.1,7.9
1973,7,9.2,1.3,0.0,72.3,8.6
1973,8,9.7,0.8,0.0,78.7,4.9
1973,9,7.1,9.1,0.0,52.1,6.4
1973,10,2.1,5.5,4.0,57.3,9.1
1973,11,8.9,2.9,8.0,75.0,4.5
1973,12,7.8,2.1,6.0,67.8,1.5
1974,1,8.7,3.4,3.0,117.1,6.7
1974,2,7.9,2.4,6.0,60.2,9.6
1974,3,9.2,2.1,5.0,31.8,2.7
1974,4,3.8,3.0,2.0,38.0,8.1
1974,5,4.1,6.5,0.0,86.7,0.4
1974,6,7.1,8.2,0.0,49.8,4.4
1974,7,7.5,0.3,0.0,97.8,6.7
1974,8,8.7,0.2,0.0,57.6,5.7
1974,9,4.5,7.4,1.0,99.3,4.1
1974,10,0.7,4.3,1.0,43.7,1.6
1974,11,8.2,2.2,5.0,71.6,8.2
1974,12,9.6,4.4,2.0,90.1,0.5
1975,1,8.5,3.4,4.0,110.3,0.5
1975,2,8.1,2.1,6.0,19.9,4.0
1975,3,8.7,1.4,10.0,41.5,1.2
1975,4,2.9,4.5,5.0,38.9,9.1
1975,5,5.5,4.7,1.0,15.4,9.3
1975,6,9.7,8.4,0.0,15.0,3.1
1975,7,0.8,1.8,0.0,34.3,6.8
1975,8,1.6,2.0,0.0,47.6,8.1
1975,9,5.8,8.4,0.0,143.5,1.4
1975,10,3.4,7.6,2.0,60.4,9.3
1975,11,9.4,3.3,4.0,41.1,6.3
1975,12,7.9,3.0,6.0,18.0,5.9
1976,1,7.7,3.4,6.0,79.1,2.7
1976,2,7.6,2.1,8.0,40.3,4.0
1976,3,8.7,2.4,5.0,55.6,7.9
1976,4,3.0,4.4,2.0,17.4,9.1
1976,5,4.8,6.6,0.0,102.1,0.4
1976,6,0.2,1.1,0.0,53.2,4.4
1976,7,0.5,2.4,0.0,53.2,2.3
1976,8,2.4,0.3,0.0,13.8,7.6
1976,9,5.9,8.6,0.0,85.2,6.7
1976,10,1.9,5.7,0.0,135.6,4.7
1976,11,8.2,2.8,6.0,30.7,1.5
1976,12,3.9,0.4,17.0,82.2,4.3
1977,1,4.9,0.2,17.0,89.4,0.3
1977,2,6.7,1.4,6.0,116.3,0.0
1977,3,9.9,3.8,2.0,64.6,7.0
1977,4,1.0,3.5,5.0,50.5,7.8
1977,5,5.2,4.6,2.0,20.0,6.2
1977,6,7.5,7.5,0.0,54.0,0.3
1977,7,0.4,1.6,0.0,21.8,4.8
1977,8,9.2,9.7,0.0,97.9,3.7
1977,9,5.8,8.7,0.0,47.2,3.2
1977,10,4.2,8.7,0.0,66.0,9.0
1977,11,7.0,1.2,10.0,91.5,8.1
1977,12,8.2,3.8,3.0,69.4,0.0
1978,1,5.7,0.8,11.0,77.4,4.7
1978,2,5.9,0.4,12.0,47.2,1.7
1978,3,9.5,2.8,6.0,85.4,0.6
1978,4,0.6,2.9,4.0,26.3,9.1
1978,5,6.7,6.5,0.0,28.6,3.8
1978,6,6.9,8.8,0.0,42.4,3.5
1978,7,8.1,0.5,0.0,55.8,1.9
1978,8,7.8,1.0,0.0,50.9,3.0
1978,9,6.6,0.2,0.0,72.2,8.6
1978,10,4.2,9.2,0.0,44.3,8.4
1978,11,0.8,5.3,4.0,77.2,4.4
1978,12,6.4,2.0,9.0,166.0,2.8
1979,1,3.7,2.3,23.0,61.8,5.7
1979,2,4.8,0.3,16.0,19.2,8.5
1979,3,7.6,0.7,14.0,72.3,3.5
1979,4,0.8,3.4,2.0,73.7,1.7
1979,5,3.1,4.5,4.0,99.4,3.9
1979,6,7.7,9.2,0.0,52.7,4.4
1979,7,9.1,1.3,0.0,34.7,7.2
1979,8,8.0,9.7,0.0,107.9,3.0
1979,9,5.9,8.5,0.0,40.8,1.2
1979,10,3.5,7.7,1.0,112.4,9.4
1979,11,9.7,3.3,7.0,98.7,2.4
1979,12,6.6,2.0,10.0,91.7,5.0
1980,1,5.2,0.4,19.0,75.0,1.7
1980,2,8.1,2.0,8.0,72.9,3.8
1980,3,8.2,1.1,10.0,101.5,5.2
1980,4,3.7,4.3,0.0,14.0,8.1
1980,5,6.2,6.4,0.0,34.2,0.1
1980,6,6.7,9.1,0.0,96.8,8.7
1980,7,7.4,0.1,0.0,50.4,6.9
1980,8,9.2,0.9,0.0,59.6,6.2
1980,9,7.0,0.7,0.0,70.3,2.5
1980,10,1.8,5.4,0.0,112.0,1.0
1980,11,9.2,4.0,6.0,61.7,2.2
1980,12,8.1,2.3,7.0,99.9,3.9
1981,1,7.9,2.6,6.0,50.9,7.1
1981,2,6.9,1.5,7.0,47.3,9.6
1981,3,0.9,4.0,0.0,108.0,6.3
1981,4,2.8,3.8,3.0,47.7,2.5
1981,5,5.0,6.6,1.0,97.8,6.8
1981,6,6.9,8.8,0.0,85.0,9.9
1981,7,8.3,1.1,0.0,63.8,5.9
1981,8,0.0,1.1,0.0,35.9,0.0
1981,9,7.0,0.0,0.0,136.8,0.3
1981,10,0.4,3.4,2.0,110.6,2.5
1981,11,0.1,3.9,3.0,70.1,8.2
1981,12,4.0,1.1,16.0,69.2,7.8
1982,1,6.3,0.9,14.0,79.9,2.3
1982,2,8.1,2.0,9.0,65.7,1.2
1982,3,0.1,2.1,5.0,101.6,4.5
1982,4,4.1,4.5,2.0,9.0,1.5
1982,5,5.7,6.0,3.0,30.7,0.1
1982,6,8.6,0.2,0.0,80.0,2.6
1982,7,0.7,1.1,0.0,15.1,5.9
1982,8,8.9,0.5,0.0,64.1,2.9
1982,9,6.6,9.3,0.0,69.3,8.8
1982,10,2.8,5.9,0.0,101.4,7.0
1982,11,8.7,3.3,2.0,131.0,1.3
1982,12,6.9,1.2,13.0,114.3,1.5
1983,1,8.4,2.8,4.0,76.5,0.5
1983,2,5.5,0.0,13.0,34.4,7.5
1983,3,0.1,3.9,2.0,79.6,4.5
1983,4,0.7,1.7,11.0,60.1,7.6
1983,5,3.8,6.0,0.0,67.0,7.1
1983,6,7.4,9.6,0.0,40.2,4.0
1983,7,3.3,2.6,0.0,15.1,7.1
1983,8,1.4,2.5,0.0,32.5,7.1
1983,9,6.2,9.5,0.0,67.6,7.1
1983,10,3.0,6.7,2.0,92.4,9.7
1983,11,0.1,4.1,6.0,28.4,7.5
1983,12,8.8,4.0,6.0,111.3,9.8
1984,1,5.2,0.4,15.0,127.9,8.7
1984,2,7.3,1.5,8.0,94.7,2.1
1984,3,8.2,1.8,5.0,65.5,1.3
1984,4,3.3,3.8,4.0,13.9,8.4
1984,5,5.9,4.1,0.0,20.3,4.1
1984,6,8.8,0.2,0.0,47.4,2.3
1984,7,1.0,1.0,0.0,49.9,3.0
1984,8,1.1,1.7,0.0,87.2,1.5
1984,9,5.9,8.8,0.0,78.8,6.5
1984,10,3.3,6.1,2.0,79.7,7.7
1984,11,8.7,2.9,5.0,90.8,8.4
1984,12,8.0,2.4,7.0,81.6,8.4
1985,1,3.2,2.2,25.0,46.8,2.5
1985,2,6.5,1.0,14.0,23.5,9.6
1985,3,8.4,1.4,8.0,57.6,5.1
1985,4,2.7,4.8,2.0,50.5,6.5
1985,5,4.6,6.0,0.0,63.2,5.4
1985,6,7.1,7.7,0.0,55.1,4.3
1985,7,8.8,1.2,0.0,99.4,9.6
1985,8,6.9,0.0,0.0,136.8,8.3
1985,9,7.6,0.2,0.0,88.3,9.7
1985,10,3.8,7.3,0.0,42.7,1.2
1985,11,7.9,0.1,18.0,40.4,2.7
1985,12,8.6,3.2,6.0,60.1,6.9
1986,1,6.5,0.5,12.0,105.0,1.6
1986,2,3.5,1.7,19.0,4.4,8.1
1986,3,9.4,1.8,8.0,71.3,3.8
1986,4,0.0,1.5,7.0,99.6,8.0
1986,5,4.0,6.5,0.0,98.4,9.6
1986,6,8.6,9.8,0.0,44.5,1.1
1986,7,8.0,1.2,0.0,51.6,6.2
1986,8,6.2,8.1,0.0,109.3,0.3
1986,9,6.2,6.7,0.0,4.2,2.8
1986,10,3.6,6.8,0.0,90.6,5.4
1986,11,0.3,3.5,3.0,83.2,4.9
1986,12,8.2,2.6,5.0,100.5,0.6
1987,1,5.6,0.1,15.0,31.0,1.1
1987,2,8.0,0.2,13.0,35.4,2.6
1987,3,8.6,1.2,11.0,77.8,1.7
1987,4,3.6,5.2,1.0,41.9,1.1
1987,5,5.2,5.7,0.0,27.3,0.6
1987,6,5.5,8.1,0.0,91.4,7.4
1987,7,9.9,1.5,0.0,36.4,9.5
1987,8,8.8,1.0,0.0,105.1,5.2
1987,9,6.3,8.2,0.0,76.5,5.8
1987,10,1.9,4.5,2.0,128.5,9.1
1987,11,9.4,3.8,4.0,46.9,2.9
1987,12,8.2,2.6,8.0,34.0,3.7
1988,1,7.1,1.5,6.0,129.9,5.5
1988,2,7.8,1.5,8.0,76.8,1.1
1988,3,9.7,3.3,2.0,108.2,0.6
1988,4,2.8,4.6,3.0,30.6,4.0
1988,5,5.7,6.1,0.0,51.2,2.6
1988,6,9.6,9.6,0.0,37.4,6.4
1988,7,7.4,0.5,0.0,91.5,4.6
1988,8,7.9,0.5,0.0,86.5,6.6
1988,9,5.9,9.2,0.0,77.4,8.3
1988,10,3.1,6.2,3.0,89.2,5.4
1988,11,9.3,2.1,8.0,34.5,6.8
1988,12,9.9,5.4,0.0,67.0,8.1
1989,1,9.7,4.1,0.0,46.6,5.5
1989,2,9.0,2.4,5.0,48.1,7.7
1989,3,0.6,2.7,3.0,81.3,2.4
1989,4,0.7,2.0,8.0,89.8,9.1
1989,5,7.2,6.7,0.0,20.0,7.5
1989,6,9.1,9.0,0.0,34.3,3.1
1989,7,3.8,2.3,0.0,36.1,3.8
1989,8,8.5,1.5,0.0,88.2,8.1
1989,9,6.3,9.2,0.0,48.5,8.5
1989,10,3.8,8.3,0.0,93.0,1.7
1989,11,8.9,4.0,5.0,25.1,5.2
1989,12,6.4,1.0,12.0,54.5,4.3
1990,1,9.0,3.3,1.0,88.1,8.6
1990,2,8.7,2.6,2.0,153.7,1.0
1990,3,1.3,5.3,2.0,39.8,8.9
1990,4,2.2,3.5,1.0,48.5,9.4
1990,5,7.1,7.5,0.0,42.6,5.0
1990,6,6.9,9.0,0.0,69.5,5.5
1990,7,0.2,1.4,0.0,31.8,4.9
1990,8,9.5,2.6,0.0,90.6,4.3
1990,9,6.1,8.0,0.0,23.1,0.0
1990,10,3.5,8.2,0.0,147.7,7.2
1990,11,9.5,3.2,7.0,51.0,3.0
1990,12,7.2,1.2,9.0,97.3,6.1
1991,1,6.3,0.7,14.0,64.0,9.4
1991,2,6.3,0.3,14.0,33.3,8.4
1991,3,0.7,3.9,4.0,85.8,7.2
1991,4,1.3,4.5,0.0,90.0,7.0
1991,5,5.4,7.1,1.0,6.6,3.6
1991,6,5.7,8.0,0.0,57.0,4.3
1991,7,0.1,2.7,0.0,20.1,2.5
1991,8,0.1,2.0,0.0,26.0,3.0
1991,9,8.4,9.1,0.0,39.4,3.2
1991,10,2.3,6.5,0.0,82.1,0.8
1991,11,9.4,3.4,4.0,84.2,3.8
1991,12,8.8,3.5,3.0,91.2,1.2
1992,1,7.2,2.4,7.0,59.0,6.8
1992,2,9.1,2.5,6.0,40.2,5.5
1992,3,0.4,4.5,0.0,95.7,1.9
1992,4,1.3,4.8,0.0,70.7,9.5
1992,5,6.6,7.9,0.0,36.8,9.2
1992,6,9.5,0.5,0.0,52.2,8.6
1992,7,8.9,1.3,0.0,59.4,2.9
1992,8,7.3,0.3,0.0,146.4,3.3
1992,9,5.3,8.0,0.0,64.2,5.9
1992,10,1.0,4.0,2.0,47.6,5.5
1992,11,0.0,4.1,2.0,101.3,7.8
1992,12,7.0,0.9,9.0,63.2,0.4
1993,1,8.4,3.0,2.0,90.3,0.4
1993,2,8.9,4.1,4.0,17.5,4.8
1993,3,9.8,3.2,7.0,39.0,7.4
1993,4,2.7,5.5,0.0,82.3,2.1
1993,5,4.5,6.5,0.0,129.8,1.2
1993,6,7.6,0.6,0.0,64.9,8.3
1993,7,7.4,1.2,0.0,78.8,2.6
1993,8,7.5,0.1,0.0,57.8,0.4
1993,9,5.7,8.6,0.0,97.7,6.4
1993,10,1.0,4.1,5.0,40.1,7.0
1993,11,8.5,2.4,8.0,45.1,6.8
1993,12,7.3,2.3,5.0,141.9,4.0
1994,1,7.7,1.9,9.0,90.7,3.1
1994,2,6.1,0.1,13.0,107.8,8.6
1994,3,9.9,3.8,0.0,86.8,6.4
1994,4,1.7,3.5,1.0,66.7,4.4
1994,5,3.8,5.9,0.0,39.7,2.2
1994,6,6.4,9.3,0.0,37.6,2.9
1994,7,9.5,1.8,0.0,59.2,7.5
1994,8,7.9,0.3,0.0,62.4,3.4
1994,9,5.8,8.3,0.0,63.2,0.5
1994,10,3.5,6.7,0.0,38.4,2.9
1994,11,2.5,6.3,0.0,56.0,0.6
1994,12,8.9,3.2,4.0,109.5,9.9
1995,1,7.6,1.4,11.0,103.0,2.2
1995,2,8.8,3.0,1.0,89.3,8.3
1995,3,8.8,1.9,7.0,60.4,2.2
1995,4,3.0,4.7,5.0,32.9,9.1
1995,5,4.9,6.6,0.0,25.9,4.3
1995,6,9.0,9.2,0.0,28.9,7.0
1995,7,1.2,2.7,0.0,41.5,0.9
1995,8,3.8,2.5,0.0,10.4,2.7
1995,9,7.1,9.1,0.0,60.3,4.4
1995,10,5.4,9.1,0.0,134.6,5.1
1995,11,1.0,5.2,3.0,152.0,0.5
1995,12,5.6,1.0,11.0,39.9,1.5
1996,1,7.9,4.3,5.0,77.0,4.1
1996,2,7.2,0.4,17.0,65.9,9.4
1996,3,7.8,2.9,2.0,48.5,7.6
1996,4,2.5,4.8,4.0,93.2,6.4
1996,5,3.3,4.4,2.0,78.9,0.5
1996,6,8.2,9.1,0.0,23.0,4.9
1996,7,9.2,1.2,0.0,54.1,8.4
1996,8,8.4,1.0,0.0,83.5,0.7
1996,9,7.6,9.1,0.0,27.5,2.8
1996,10,4.1,8.1,0.0,76.1,2.1
1996,11,8.8,2.3,12.0,76.1,2.0
1996,12,6.3,1.4,10.0,48.2,1.9
1997,1,6.7,2.2,10.0,18.9,0.5
1997,2,9.6,2.8,3.0,94.6,5.9
1997,3,1.7,4.5,6.0,29.2,8.6
1997,4,3.2,5.4,1.0,34.6,1.9
1997,5,5.6,6.9,1.0,84.6,1.9
1997,6,6.5,9.1,0.0,91.6,6.6
1997,7,9.5,1.9,0.0,95.3,2.5
1997,8,1.0,3.3,0.0,43.0,5.0
1997,9,6.9,9.3,0.0,35.6,5.9
1997,10,3.7,7.2,0.0,67.4,7.0
1997,11,1.3,6.3,1.0,82.2,7.3
1997,12,9.1,3.5,4.0,85.5,6.3
1998,1,7.6,2.4,8.0,111.6,5.0
1998,2,1.1,5.7,0.0,15.6,1.0
1998,3,1.0,5.2,0.0,51.3,0.1
1998,4,1.0,4.0,6.0,76.8,3.5
1998,5,6.0,8.0,0.0,37.6,7.7
1998,6,6.9,9.5,0.0,84.8,7.1
1998,7,7.9,1.3,0.0,85.6,7.2
1998,8,9.0,1.7,0.0,55.1,6.3
1998,9,7.3,0.5,0.0,53.4,6.9
1998,10,3.3,7.2,0.0,118.4,5.7
1998,11,9.9,4.2,2.0,70.2,6.6
1998,12,9.2,3.5,5.0,89.9,4.5
1999,1,7.6,2.3,5.0,107.3,5.3
1999,2,8.4,3.0,4.0,50.9,2.3
1999,3,1.0,3.7,3.0,38.9,8.3
1999,4,3.3,5.8,5.0,63.6,0.8
1999,5,5.6,8.5,0.0,48.2,0.6
1999,6,6.5,9.2,0.0,40.2,6.9
1999,7,0.7,2.4,0.0,39.6,7.3
1999,8,8.9,1.7,0.0,65.1,7.9
1999,9,7.5,1.4,0.0,158.9,6.9
1999,10,3.6,7.9,0.0,30.5,2.6
1999,11,0.6,4.7,1.0,79.7,2.4
1999,12,7.4,1.7,6.0,153.6,9.1
2000,1,8.0,2.4,6.0,29.3,1.9
2000,2,9.3,2.9,3.0,79.0,8.9
2000,3,1.1,4.6,2.0,28.2,2.9
2000,4,0.9,3.3,5.0,105.6,8.5
2000,5,6.6,6.5,0.0,45.2,3.1
2000,6,8.0,0.0,0.0,51.5,0.7
2000,7,0.1,0.9,0.0,13.4,9.1
2000,8,0.5,1.5,0.0,110.6,7.7
2000,9,7.6,0.6,0.0,89.6,4.6
2000,10,3.0,6.8,0.0,109.1,6.8
2000,11,9.0,3.4,1.0,102.1,2.1
2000,12,7.6,2.6,11.0,115.8,2.2
2001,1,6.2,0.1,13.0,35.6,3.6
2001,2,8.4,0.9,13.0,43.0,7.5
2001,3,8.4,1.7,9.0,55.4,7.2
2001,4,1.7,3.8,2.0,63.3,4.8
2001,5,7.4,7.5,0.0,51.7,6.7
2001,6,7.0,9.4,0.0,51.5,5.8
2001,7,9.4,1.5,0.0,41.1,1.2
2001,8,9.5,1.7,0.0,88.1,2.2
2001,9,7.2,9.8,0.0,52.2,7.8
2001,10,5.3,9.8,0.0,80.2,0.7
2001,11,1.0,5.6,0.0,41.6,5.6
2001,12,7.8,0.5,15.0,43.1,7.0
2002,1,9.8,3.8,4.0,78.9,2.1
2002,2,9.6,3.2,2.0,110.5,4.4
2002,3,1.6,3.8,5.0,56.5,2.7
2002,4,3.0,5.1,2.0,113.2,0.6
2002,5,5.5,7.2,0.0,107.8,7.7
2002,6,6.9,0.2,0.0,76.7,8.4
2002,7,7.9,1.2,0.0,102.8,2.0
2002,8,9.7,1.9,0.0,41.4,9.4
2002,9,7.8,9.8,0.0,39.9,9.9
2002,10,2.7,5.9,1.0,158.0,9.4
2002,11,1.4,6.0,0.0,133.9,2.0
2002,12,7.5,3.1,6.0,50.8,6.9
2003,1,7.6,1.7,11.0,70.4,1.1
2003,2,8.2,1.2,11.0,53.4,8.1
2003,3,2.4,2.0,8.0,32.1,6.1
2003,4,4.3,5.1,3.0,31.5,9.4
2003,5,4.7,7.4,0.0,108.6,4.4
2003,6,8.3,0.3,0.0,89.3,0.5
2003,7,9.8,3.1,0.0,78.7,8.9
2003,8,1.1,1.7,0.0,17.4,3.6
2003,9,7.7,9.6,0.0,52.2,4.3
2003,10,2.8,5.2,3.0,31.6,6.8
2003,11,1.0,4.8,0.0,64.6,9.0
2003,12,8.4,2.2,8.0,53.8,1.7
2004,1,8.1,2.6,7.0,79.1,1.1
2004,2,8.9,1.3,14.0,27.1,0.0
2004,3,0.9,3.1,5.0,58.5,1.0
2004,4,2.9,5.5,0.0,53.3,0.8
2004,5,6.5,7.0,0.0,51.9,1.3
2004,6,9.0,1.1,0.0,67.5,4.2
2004,7,8.5,1.1,0.0,49.7,0.6
2004,8,0.2,2.5,0.0,100.7,6.2
2004,9,7.3,0.7,0.0,77.5,8.0
2004,10,2.6,5.7,1.0,143.3,9.1
2004,11,0.9,6.2,2.0,36.6,3.4
2004,12,9.4,3.5,4.0,54.2,0.7
2005,1,9.2,3.6,3.0,86.7,4.4
2005,2,8.3,2.0,6.0,39.4,1.1
2005,3,1.4,4.2,5.0,47.2,2.8
2005,4,2.5,4.4,1.0,53.1,9.6
2005,5,5.1,6.1,0.0,76.7,8.4
2005,6,8.7,0.9,0.0,37.8,4.0
2005,7,9.6,2.2,0.0,66.9,8.5
2005,8,9.3,1.7,0.0,56.8,0.2
2005,9,8.0,1.0,0.0,68.0,6.4
2005,10,4.8,8.8,0.0,91.5,2.1
2005,11,0.0,2.8,9.0,47.1,8.8
2005,12,8.6,3.0,7.0,67.9,2.2
2006,1,8.1,2.0,7.0,29.8,9.5
